temp_esta	temp_solo	TC_ano2	TC_ano1
30.00	34.00	53.00	56.50
30.00	34.00	55.00	58.50
30.00	34.00	54.00	60.50
30.00	34.00	54.00	48.00
30.00	49.50	41.00	52.50
30.00	49.50	44.50	52.50
30.00	49.50	44.50	52.50
30.00	49.50	45.50	53.00
30.00	49.50	45.50	54.50
30.00	49.50	45.50	54.50
30.00	49.50	46.50	54.50
30.00	49.50	46.50	55.00
30.00	49.50	46.50	55.50
30.00	49.50	47.00	55.50
30.00	49.50	47.00	57.50
30.00	49.50	47.00	57.50
30.00	49.50	48.00	57.50
30.00	49.50	48.00	57.50
30.00	49.50	51.00	57.50
30.00	49.50	57.50	58.50
30.00	49.50	41.50	59.50
30.00	49.50	42.00	60.00
30.00	49.50	42.50	60.50
30.00	49.50	43.00	60.50
30.00	49.50	44.00	61.00
30.00	49.50	44.50	61.50
30.00	49.50	45.00	62.00
30.00	49.50	45.00	55.50
30.00	49.50	46.00	57.50
30.00	49.50	46.00	60.50
30.00	49.50	46.00	61.50
30.00	49.50	46.50	61.50
30.00	49.50	47.00	47.50
30.00	49.50	47.00	52.00
30.00	49.50	47.00	53.50
30.00	49.50	47.00	54.50
30.00	49.50	48.00	54.50
30.00	49.50	48.00	55.50
30.00	49.50	48.00	56.00
30.00	49.50	48.00	56.00
30.00	49.50	45.00	56.00
30.00	49.50	45.00	57.50
31.00	49.50	39.00	58.00
31.00	49.50	42.50	58.00
31.00	49.50	48.00	58.50
31.00	49.50	50.00	58.50
31.00	49.50	55.00	58.50
31.00	49.50	55.00	58.50
31.00	49.50	57.00	59.50
31.00	49.50	37.50	59.50
31.00	49.50	41.50	59.50
31.00	49.50	41.50	59.50
31.00	49.50	46.00	59.50
31.00	49.50	50.00	52.50
31.00	49.50	55.00	52.50
31.00	39.20	43.00	53.00
31.00	39.20	52.50	55.00
31.00	39.20	55.00	54.00
31.00	39.20	55.00	53.50
31.00	39.20	55.00	54.50
31.00	39.20	55.00	56.00
31.00	39.20	55.00	48.50
31.00	39.20	55.00	50.00
31.00	39.20	54.50	52.50
31.00	39.20	55.00	53.50
31.00	39.20	55.00	55.50
31.00	39.20	55.00	57.50
31.00	39.20	55.50	60.50
31.00	39.20	53.50	51.50
31.00	39.20	53.50	56.00
31.00	39.20	54.00	57.50
31.00	39.20	52.50	57.50
31.00	39.20	41.50	59.50
31.00	39.20	45.50	58.50
31.00	39.20	47.00	59.50
31.00	39.20	49.00	60.00
31.00	39.20	50.00	60.00
31.00	39.20	51.00	60.50
31.00	39.20	51.00	61.50
31.00	39.20	52.00	63.00
31.00	39.20	53.00	63.00
31.00	39.20	42.50	53.00
31.00	39.20	44.00	54.50
31.00	39.20	46.00	58.00
31.00	39.20	48.00	58.50
31.00	39.20	48.00	58.50
31.00	39.20	48.00	59.00
31.00	39.20	48.00	59.00
31.00	39.20	48.00	61.50
31.00	39.20	48.50	61.50
31.00	39.20	51.00	63.00
31.00	39.20	51.00	49.50
31.00	39.20	51.00	49.50
31.00	39.20	51.00	54.50
31.00	39.20	51.50	55.50
31.00	39.20	51.50	55.50
31.00	39.20	51.50	58.00
31.00	50.70	45.50	58.00
31.00	50.70	45.50	58.00
31.00	50.70	47.00	58.00
31.00	50.70	47.00	58.50
31.00	50.70	47.50	58.50
31.00	50.70	48.50	58.50
31.00	50.70	48.50	58.50
31.00	50.70	49.00	58.50
31.00	50.70	53.00	59.50
31.00	50.70	53.00	46.00
31.00	50.70	53.00	53.00
31.00	50.70	53.00	54.50
31.00	50.70	53.00	55.00
31.00	50.70	52.50	59.00
31.00	50.70	54.00	59.00
31.00	50.70	54.00	54.50
31.00	50.70	54.00	54.50
31.00	50.70	54.00	54.50
31.00	50.70	54.50	56.50
31.00	50.70	54.00	57.50
31.00	50.70	54.50	57.50
31.00	50.70	54.50	58.50
31.00	50.70	65.00	59.00
31.00	50.70	45.50	59.50
31.00	50.70	45.50	60.00
31.00	50.70	48.00	60.50
31.00	50.70	49.00	61.50
31.00	50.70	49.00	59.50
31.00	50.70	54.00	59.50
31.00	50.70	50.00	59.50
31.00	50.70	50.00	59.50
31.00	50.70	50.00	59.50
31.00	50.70	50.00	59.50
31.00	50.70	50.00	59.50
31.00	50.70	52.00	59.50
31.00	50.70	53.00	59.50
31.00	50.70	53.00	62.00
31.00	50.70	53.00	62.00
31.00	50.70	51.00	62.00
31.00	50.70	51.00	62.00
31.00	50.70	51.00	62.00
31.00	50.70	51.50	62.00
31.00	50.70	51.50	61.50
31.00	50.70	51.50	61.00
31.00	50.70	51.50	62.00
31.00	50.70	52.50	52.50
31.00	50.70	52.50	56.00
31.00	50.70	46.00	56.00
31.00	50.70	46.50	63.00
31.00	50.70	50.00	50.00
31.00	50.70	50.00	50.50
31.00	50.70	51.00	51.00
31.00	50.70	52.00	51.00
31.00	50.70	53.00	51.00
31.00	50.70	55.00	53.50
31.00	50.70	55.00	53.50
31.00	50.70	55.00	53.50
31.00	50.70	55.00	53.50
31.00			52.50
31.00			54.00
31.00			54.00
31.00			54.00
31.00			54.50
31.00			54.50
31.00			56.00
31.00			53.00
31.00			53.00
31.00			53.00
31.00			53.00
31.00			53.00
31.00			54.00
31.00			54.00
31.00			54.00
31.00			55.50
31.00			55.50
31.00			55.50
31.00			55.50
31.00			56.00
31.00			55.50
31.00			55.50
31.00			55.50
31.00			55.50
31.00			55.50
31.00			59.00
31.00			59.00
31.00			59.00
31.00			59.50
31.00			59.50
31.00			60.50
31.00			48.50
31.00			48.50
31.00			48.50
31.00			49.50
31.00			49.50
31.00			49.50
31.00			49.50
31.00			50.50
31.00			50.50
31.00			50.50
31.00			50.50
31.00			50.50
31.00			51.50
31.00			51.50
31.00			52.00
31.00			52.50
31.00			52.50
31.00			52.50
31.00			52.50
31.00			53.00
31.00			52.50
31.00			52.50
31.00			53.50
32.00			53.50
32.00			53.00
32.00			53.50
32.00			54.50
32.00			54.50
32.00			54.50
32.00			54.50
32.00			54.50
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
32.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
33.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
34.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
35.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
36.00			
37.00			
37.00			
23.2			
23.4			
23.6			
23.7			
23.7			
23.7			
23.8			
24.1			
24.2			
24.3			
24.4			
24.5			
24.6			
24.7			
24.8			
24.8			
24.9			
24.9			
24.9			
24.9			
25.1			
25.1			
25.1			
25.2			
25.3			
25.3			
25.4			
25.4			
25.4			
25.5			
25.6			
25.6			
25.6			
25.7			
25.8			
25.8			
25.8			
25.8			
25.9			
25.9			
25.9			
25.9			
25.9			
26.1			
26.1			
26.1			
26.2			
26.2			
26.2			
26.2			
26.2			
26.2			
26.2			
26.3			
26.3			
26.3			
26.4			
26.4			
26.4			
26.4			
26.4			
26.4			
26.4			
26.4			
26.4			
26.4			
26.5			
26.5			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.6			
26.7			
26.7			
26.7			
26.7			
26.7			
26.7			
26.7			
26.7			
26.7			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.8			
26.9			
26.9			
26.9			
26.9			
26.9			
26.9			
26.9			
27.1			
27.1			
27.1			
27.1			
27.1			
27.1			
27.1			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.2			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.3			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.4			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.5			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.6			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.7			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.8			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
27.9			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.1			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.2			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.3			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.4			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.5			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.6			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.7			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.8			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
28.9			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.1			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.2			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
